2026-08-22 16:35:41,698 | INFO     | eva.orchestrator.worker:152 | Starting conversation for record EMI-BENCH-0012 on port 10000
2026-08-22 16:36:17,216 | INFO     | eva.user_simulator.audio_bridge:759 | Sent padded chunk (436 bytes padded to 640) - end of utterance
2026-08-22 16:36:17,217 | INFO     | eva.user_simulator.audio_bridge:463 | 🎤 User audio END
2026-08-22 16:36:22,290 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:36:30,455 | INFO     | eva.user_simulator.audio_bridge:419 | 🎤 User audio START - stopping user silence after 0.01s
2026-08-22 16:36:30,456 | INFO     | eva.user_simulator.audio_bridge:423 | 🎤 User audio START
2026-08-22 16:36:32,294 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:36:42,295 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:36:46,335 | INFO     | eva.user_simulator.audio_bridge:759 | Sent padded chunk (204 bytes padded to 640) - end of utterance
2026-08-22 16:36:46,335 | INFO     | eva.user_simulator.audio_bridge:463 | 🎤 User audio END
2026-08-22 16:36:46,455 | INFO     | eva.user_simulator.audio_bridge:419 | 🎤 User audio START - stopping user silence after 0.02s
2026-08-22 16:36:46,456 | INFO     | eva.user_simulator.audio_bridge:423 | 🎤 User audio START
2026-08-22 16:36:48,954 | INFO     | eva.user_simulator.audio_bridge:515 | 🔊 Assistant audio END (silence detected)
2026-08-22 16:36:48,971 | INFO     | eva.user_simulator.audio_bridge:497 | 🔊 Assistant audio START
2026-08-22 16:36:52,297 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:36:52,756 | INFO     | eva.user_simulator.audio_bridge:759 | Sent padded chunk (436 bytes padded to 640) - end of utterance
2026-08-22 16:36:52,756 | INFO     | eva.user_simulator.audio_bridge:463 | 🎤 User audio END
2026-08-22 16:37:02,298 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:37:05,161 | INFO     | eva.user_simulator.audio_bridge:419 | 🎤 User audio START - stopping user silence after 0.01s
2026-08-22 16:37:05,161 | INFO     | eva.user_simulator.audio_bridge:423 | 🎤 User audio START
2026-08-22 16:37:12,300 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:37:22,301 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:37:26,445 | INFO     | eva.user_simulator.audio_bridge:759 | Sent padded chunk (204 bytes padded to 640) - end of utterance
2026-08-22 16:37:26,445 | INFO     | eva.user_simulator.audio_bridge:463 | 🎤 User audio END
2026-08-22 16:37:26,623 | INFO     | eva.user_simulator.audio_bridge:419 | 🎤 User audio START - stopping user silence after 0.02s
2026-08-22 16:37:26,623 | INFO     | eva.user_simulator.audio_bridge:423 | 🎤 User audio START
2026-08-22 16:37:32,304 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:37:33,804 | INFO     | eva.user_simulator.audio_bridge:759 | Sent padded chunk (436 bytes padded to 640) - end of utterance
2026-08-22 16:37:33,805 | INFO     | eva.user_simulator.audio_bridge:463 | 🎤 User audio END
2026-08-22 16:37:42,305 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:37:45,971 | INFO     | eva.user_simulator.audio_bridge:419 | 🎤 User audio START - stopping user silence after 0.02s
2026-08-22 16:37:45,971 | INFO     | eva.user_simulator.audio_bridge:423 | 🎤 User audio START
2026-08-22 16:37:52,307 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:38:02,308 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:38:05,280 | INFO     | eva.user_simulator.audio_bridge:759 | Sent padded chunk (204 bytes padded to 640) - end of utterance
2026-08-22 16:38:05,280 | INFO     | eva.user_simulator.audio_bridge:463 | 🎤 User audio END
2026-08-22 16:38:05,431 | INFO     | eva.user_simulator.audio_bridge:419 | 🎤 User audio START - stopping user silence after 0.03s
2026-08-22 16:38:05,431 | INFO     | eva.user_simulator.audio_bridge:423 | 🎤 User audio START
2026-08-22 16:38:11,333 | INFO     | eva.user_simulator.audio_bridge:759 | Sent padded chunk (436 bytes padded to 640) - end of utterance
2026-08-22 16:38:11,334 | INFO     | eva.user_simulator.audio_bridge:463 | 🎤 User audio END
2026-08-22 16:38:12,309 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:38:22,310 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:38:23,314 | INFO     | eva.user_simulator.audio_bridge:419 | 🎤 User audio START - stopping user silence after 0.01s
2026-08-22 16:38:23,314 | INFO     | eva.user_simulator.audio_bridge:423 | 🎤 User audio START
2026-08-22 16:38:26,010 | INFO     | eva.user_simulator.audio_bridge:515 | 🔊 Assistant audio END (silence detected)
2026-08-22 16:38:26,039 | INFO     | eva.user_simulator.audio_bridge:497 | 🔊 Assistant audio START
2026-08-22 16:38:26,954 | INFO     | eva.user_simulator.audio_bridge:515 | 🔊 Assistant audio END (silence detected)
2026-08-22 16:38:27,526 | INFO     | eva.user_simulator.audio_bridge:497 | 🔊 Assistant audio START
2026-08-22 16:38:32,312 | INFO     | eva.user_simulator.elevenlabs:444 | 🔊 Assistant still speaking - resetting inactivity counter
2026-08-22 16:38:33,998 | INFO     | eva.user_simulator.audio_bridge:642 | Assistant ended conversation: assistant_completed
2026-08-22 16:38:33,998 | INFO     | eva.user_simulator.base:145 | Conversation end signaled: assistant_completed
2026-08-22 16:38:33,998 | INFO     | eva.user_simulator.audio_bridge:663 | 🔊 Assistant audio END (connection closed)
2026-08-22 16:38:33,999 | INFO     | eva.user_simulator.elevenlabs:222 | Conversation ended: assistant_completed
2026-08-22 16:38:33,999 | INFO     | eva.user_simulator.elevenlabs:463 | Keep-alive task cancelled
2026-08-22 16:38:33,999 | INFO     | eva.user_simulator.elevenlabs:242 | Ending ElevenLabs session...
2026-08-22 16:38:33,999 | INFO     | eva.user_simulator.audio_bridge:184 | User simulator audio bridge stop() called
2026-08-22 16:38:33,999 | INFO     | eva.user_simulator.audio_bridge:191 | Signaling conversation end: session_ended
2026-08-22 16:38:34,555 | INFO     | eva.user_simulator.audio_bridge:184 | User simulator audio bridge stop() called
2026-08-22 16:38:34,556 | INFO     | eva.user_simulator.audio_bridge:191 | Signaling conversation end: session_ended
2026-08-22 16:38:49,211 | INFO     | eva.user_simulator.elevenlabs:383 | Conversation transcript available but no end_call tool found
2026-08-22 16:38:50,944 | INFO     | eva.user_simulator.elevenlabs:406 | Saved ElevenLabs server-side audio to /Users/Arnav/Claude/Projects/Sarvam/voice-agent-improvement/artifacts/eva_live/emi_eva_live_20260822_163536/records/EMI-BENCH-0012/elevenlabs_audio_recording.mp3
2026-08-22 16:38:50,948 | INFO     | eva.user_simulator.base:182 | Saved clean user audio to /Users/Arnav/Claude/Projects/Sarvam/voice-agent-improvement/artifacts/eva_live/emi_eva_live_20260822_163536/records/EMI-BENCH-0012/audio_user_clean.wav
2026-08-22 16:38:50,948 | INFO     | eva.user_simulator.elevenlabs:296 | Waiting 4s for assistant STT to finish last utterance...
2026-08-22 16:38:54,950 | INFO     | eva.user_simulator.audio_bridge:244 | Audio interface stopped
2026-08-22 16:38:54,951 | INFO     | eva.user_simulator.event_logger:182 | Saved 54 user simulator events to /Users/Arnav/Claude/Projects/Sarvam/voice-agent-improvement/artifacts/eva_live/emi_eva_live_20260822_163536/records/EMI-BENCH-0012/user_simulator_events.jsonl
2026-08-22 16:38:54,952 | INFO     | eva.orchestrator.worker:173 | Conversation EMI-BENCH-0012 ended: assistant_completed
2026-08-22 16:38:55,096 | WARNING  | eva.assistant.base_server:270 | Audio buffer length mismatch: user=5024526 assistant=5185184 diff=5021ms — mixed recording may be temporally skewed
2026-08-22 16:39:22,470 | INFO     | eva.assistant.agentic.audit_log:411 | Audit log saved to /Users/Arnav/Claude/Projects/Sarvam/voice-agent-improvement/artifacts/eva_live/emi_eva_live_20260822_163536/records/EMI-BENCH-0012/audit_log.json
2026-08-22 16:39:22,471 | INFO     | eva.assistant.base_server:319 | Saved scenario database states to /Users/Arnav/Claude/Projects/Sarvam/voice-agent-improvement/artifacts/eva_live/emi_eva_live_20260822_163536/records/EMI-BENCH-0012
2026-08-22 16:39:22,471 | INFO     | eva.assistant.base_server:241 | Outputs saved to /Users/Arnav/Claude/Projects/Sarvam/voice-agent-improvement/artifacts/eva_live/emi_eva_live_20260822_163536/records/EMI-BENCH-0012
2026-08-22 16:39:22,471 | INFO     | eva.orchestrator.worker:234 | Computed scenario DB hashes - Initial: 172aa7cb..., Final: 4c2cfa4c...
